Month,Decade,Tmax(C),Tmin(C)
03,2009-2018,20.8,12.3
03,2009-2018,22.4,11.1
04,2009-2018,21.1,13.8
04,2009-2018,22.1,11.6
04,2009-2018,20.7,11.9
04,2009-2018,23.4,16.4
04,2009-2018,24.5,13.2
04,2009-2018,17.6,10.3
04,2009-2018,19.2,14.8
04,2009-2018,19.7,11.5
04,2009-2018,19.2,12.3
04,2009-2018,20.6,11.6
04,2009-2018,20.6,12.7
04,2009-2018,21.7,12.4
04,2009-2018,20.1,11.6
04,2009-2018,20.1,14.2
04,2009-2018,21.7,12.7
04,2009-2018,22.6,17.6
04,2009-2018,20.8,15
04,2009-2018,20.9,12.8
04,2009-2018,15.8,6.9
04,2009-2018,17.1,11.9
04,2009-2018,18.9,11.3
04,2009-2018,20,12.4
04,2009-2018,19.4,12.7
04,2009-2018,21.4,13.7
04,2009-2018,20.8,16.8
04,2009-2018,19.5,14.5
04,2009-2018,17.9,14.5
04,2009-2018,19.2,12.9
04,2009-2018,16.6,10.6
04,2009-2018,22.1,9.1
05,2009-2018,17.9,11.5
05,2009-2018,18.6,15.1
05,2009-2018,19.1,15.8
05,2009-2018,20.5,14.8
05,2009-2018,21.1,12
05,2009-2018,19.2,13.4
05,2009-2018,21.2,13.1
05,2009-2018,19.5,14.7
05,2009-2018,19.9,10.5
05,2009-2018,20.1,10.9
05,2009-2018,19.7,13.1
05,2009-2018,20.4,13.6
05,2009-2018,22.2,14.9
05,2009-2018,24.6,13
05,2009-2018,19.7,12.1
05,2009-2018,19.3,13
05,2009-2018,18.3,13.7
05,2009-2018,18.7,11
05,2009-2018,15,6.1
05,2009-2018,16.3,8.8
05,2009-2018,17.1,12.8
05,2009-2018,17.6,9.4
05,2009-2018,17.7,8.4
05,2009-2018,17.4,7.9
05,2009-2018,18.2,10
05,2009-2018,19.3,17.1
05,2009-2018,18.9,13.5
05,2009-2018,18.3,13.2
05,2009-2018,17.7,9.1
05,2009-2018,15.9,10.5
05,2009-2018,16.1,9.1
06,2009-2018,16.3,11.5
06,2009-2018,17.2,7.8
06,2009-2018,16,11.5
06,2009-2018,16.3,13.6
06,2009-2018,17.3,14.4
06,2009-2018,21.1,15
06,2009-2018,17.6,12.3
06,2009-2018,18.5,12
06,2009-2018,17.6,9.4
06,2009-2018,15.8,10.6
06,2009-2018,16.8,13
06,2009-2018,17.2,12.1
06,2009-2018,17,13
06,2009-2018,16.2,12
06,2009-2018,15.7,12.1
06,2009-2018,15.6,11.4
06,2009-2018,16.6,8.4
06,2009-2018,16.7,12.4
06,2009-2018,19.9,12.9
06,2009-2018,16.7,9.6
06,2009-2018,15.3,11.3
06,2009-2018,16.3,10.5
06,2009-2018,14.9,9.2
06,2009-2018,16.6,9
06,2009-2018,15.6,10.3
06,2009-2018,15.1,9
06,2009-2018,13.9,3.4
06,2009-2018,15.2,7.2
06,2009-2018,15.7,6.5
06,2009-2018,13,4.5
07,2009-2018,12.8,4.4
07,2009-2018,13.4,5
07,2009-2018,15,7.3
07,2009-2018,14.6,7.9
07,2009-2018,12.6,8.5
07,2009-2018,16.6,11.2
07,2009-2018,16.3,9.3
07,2009-2018,16.3,9
07,2009-2018,14.9,9.3
07,2009-2018,16.5,11
07,2009-2018,17,10.2
07,2009-2018,17,9
07,2009-2018,14.6,10.1
07,2009-2018,16.2,13
07,2009-2018,15,7.1
07,2009-2018,11.9,6
07,2009-2018,13.9,6.4
07,2009-2018,14.7,3.7
07,2009-2018,15.6,4.6
07,2009-2018,15.7,6.3
07,2009-2018,14.6,10.4
07,2009-2018,14.4,12
07,2009-2018,15.9,11.2
07,2009-2018,18.3,11.7
07,2009-2018,14,5.6
07,2009-2018,10.2,1.5
07,2009-2018,13.5,4.7
07,2009-2018,15.2,9.2
07,2009-2018,15.2,9.8
07,2009-2018,13.9,8.4
07,2009-2018,14.9,4.3
08,2009-2018,14.1,4.8
08,2009-2018,13.2,7.8
08,2009-2018,13.6,6.6
08,2009-2018,14.2,5.9
08,2009-2018,13.8,7.7
08,2009-2018,15.2,5.7
08,2009-2018,15.4,9
08,2009-2018,16.4,10.2
08,2009-2018,14.6,8.5
08,2009-2018,14,6.7
08,2009-2018,17,9.2
08,2009-2018,18.3,8
08,2009-2018,17.1,8.5
08,2009-2018,15.1,9.6
08,2009-2018,13.5,5.6
08,2009-2018,8.1,1.5
08,2009-2018,8.6,1.9
08,2009-2018,11.1,2.7
08,2009-2018,11.9,3.2
08,2009-2018,12.4,4.3
08,2009-2018,13.3,2.2
08,2009-2018,14.2,3.9
08,2009-2018,14.9,7.8
08,2009-2018,15.1,7.9
08,2009-2018,14.4,10.1
08,2009-2018,14.5,5.9
08,2009-2018,15.7,6.8
08,2009-2018,16.5,8.8
08,2009-2018,16.9,8.5
08,2009-2018,16,13.5
08,2009-2018,18.9,13.1
09,2009-2018,16.1,10.4
09,2009-2018,15.8,7.9
09,2009-2018,14,7.9
09,2009-2018,14.6,10.2
09,2009-2018,15.4,5.2
09,2009-2018,17.8,5.8
09,2009-2018,17.2,7.6
09,2009-2018,16.4,7.9
09,2009-2018,16.9,6
09,2009-2018,17.8,6
09,2009-2018,17.8,12.6
09,2009-2018,16.4,9.9
09,2009-2018,16.4,9.6
09,2009-2018,14.6,10.5
09,2009-2018,15.2,11.7
09,2009-2018,16.7,9.4
09,2009-2018,15.6,10.3
09,2009-2018,16.5,8.8
09,2009-2018,16.1,8.7
09,2009-2018,16.1,8.9
09,2009-2018,14,5.7
09,2009-2018,15,8.4
09,2009-2018,15.7,8.3
09,2009-2018,17.7,7.9
09,2009-2018,17.8,10.8
09,2009-2018,13.7,8.6
09,2009-2018,14.5,4
09,2009-2018,15.9,6.8
09,2009-2018,15.8,8.6
09,2009-2018,20.1,8.7
10,2009-2018,18.1,9.8
10,2009-2018,16.8,14.2
10,2009-2018,17.5,14.7
10,2009-2018,18.2,12.4
10,2009-2018,20.7,11.2
10,2009-2018,20.5,11.1
10,2009-2018,19.6,11.3
10,2009-2018,17.2,12.2
10,2009-2018,17.1,8.7
10,2009-2018,18,12.1
10,2009-2018,17.5,14.7
10,2009-2018,19.5,15.2
10,2009-2018,19,13.9
10,2009-2018,17.4,10.4
10,2009-2018,17.5,9.8
10,2009-2018,18.7,10.8
10,2009-2018,17.6,7.9
10,2009-2018,19,13.3
10,2009-2018,16.7,9.4
10,2009-2018,15,10
10,2009-2018,16.8,12.9
10,2009-2018,18.7,14.2
10,2009-2018,17.4,13.8
10,2009-2018,18.7,10
10,2009-2018,17.6,10.9
10,2009-2018,18,11.5
10,2009-2018,19.7,12.7
10,2009-2018,21.7,15.1
10,2009-2018,20,13.4
10,2009-2018,21.4,12.4
10,2009-2018,21.9,11.8
11,2009-2018,21.4,15.4
11,2009-2018,21.4,15.6
11,2009-2018,21.1,13.9
11,2009-2018,19.6,13.4
11,2009-2018,18.7,11.8
11,2009-2018,16,10.4
11,2009-2018,18,12.5
11,2009-2018,18,12.9
11,2009-2018,19,15.4
11,2009-2018,18.5,14.8
11,2009-2018,19.7,9.2
11,2009-2018,18.6,12.1
11,2009-2018,16.9,13.1
11,2009-2018,18.5,11.5
11,2009-2018,18.4,11.3
11,2009-2018,19.2,13.9
11,2009-2018,18.2,13.1
11,2009-2018,18.1,13.3
11,2009-2018,18,12.3
11,2009-2018,17.9,13.6
11,2009-2018,18.4,11.8
11,2009-2018,22.4,14.4
11,2009-2018,20.2,9.8
11,2009-2018,23.8,14.5
11,2009-2018,18.4,13.3
11,2009-2018,18.5,14.2
11,2009-2018,19.1,14.2
11,2009-2018,19.6,11.6
11,2009-2018,23.7,15.1
11,2009-2018,19.9,14.1
12,2009-2018,19.5,12.3
12,2009-2018,21.1,12.7
12,2009-2018,23.3,14.5
12,2009-2018,24.2,17.7
12,2009-2018,19,15.9
12,2009-2018,23.2,17.6
12,2009-2018,23.8,14.9
12,2009-2018,20.2,15.5
12,2009-2018,21.6,12.4
12,2009-2018,24.3,16.3
12,2009-2018,21.2,15.7
12,2009-2018,21.5,16.1
12,2009-2018,19.2,16.5
12,2009-2018,20.6,18
12,2009-2018,20.8,16.7
12,2009-2018,19.2,14.4
12,2009-2018,21.6,15.6
12,2009-2018,23,12.6
12,2009-2018,15.3,12.8
12,2009-2018,20.8,11.7
12,2009-2018,22.1,12
12,2009-2018,22.5,14
12,2009-2018,21.8,15.1
12,2009-2018,21.6,11.6
12,2009-2018,22.2,13.9
12,2009-2018,22.3,15.7
12,2009-2018,22.2,13.4
12,2009-2018,22.6,17.1
12,2009-2018,22.6,18.6
12,2009-2018,22.3,18.5
12,2009-2018,21.9,19.6
01,2009-2018,23.5,19.6
01,2009-2018,22.5,17.3
01,2009-2018,19.7,14.8
01,2009-2018,23.3,16.2
01,2009-2018,22.2,17.2
01,2009-2018,23,15.9
01,2009-2018,24.7,17.1
01,2009-2018,18.4,15.7
01,2009-2018,20.8,17.3
01,2009-2018,24,17.4
01,2009-2018,21.7,13.5
01,2009-2018,24.1,16.6
01,2009-2018,22.7,17.4
01,2009-2018,23.3,15.5
01,2009-2018,22,15.3
01,2009-2018,23.2,16.1
01,2009-2018,21.3,13.9
01,2009-2018,21.1,13.3
01,2009-2018,23.4,14.3
01,2009-2018,23.4,15.7
01,2009-2018,23.2,17.8
01,2009-2018,22.4,17.4
01,2009-2018,21.1,14
01,2009-2018,19.7,10.9
01,2009-2018,21.5,15.1
01,2009-2018,22,16.3
01,2009-2018,23.1,17
01,2009-2018,21.6,12.9
01,2009-2018,21.1,14.8
01,2009-2018,21.7,14.2
01,2009-2018,25.2,15.4
02,2009-2018,25.2,14.8
02,2009-2018,23.9,17.3
02,2009-2018,24.4,17.3
02,2009-2018,21.7,16.5
02,2009-2018,21.6,15.1
02,2009-2018,23.5,15.3
02,2009-2018,21.8,13.3
02,2009-2018,24.5,14.5
02,2009-2018,24.8,16.1
02,2009-2018,24.6,16.3
02,2009-2018,25.2,17.1
02,2009-2018,23.8,14.3
02,2009-2018,22.5,17.4
02,2009-2018,24,15.6
02,2009-2018,24.7,17.5
02,2009-2018,22,15.2
02,2009-2018,25.5,15.8
02,2009-2018,23.6,14.9
02,2009-2018,24.3,15
02,2009-2018,24.4,16.9
02,2009-2018,25.6,15.9
02,2009-2018,25.5,19.3
02,2009-2018,23.2,21
02,2009-2018,22.4,18.4
02,2009-2018,23.6,17.2
02,2009-2018,21.5,14.4
02,2009-2018,22.3,13.9
02,2009-2018,23.1,13.3
02,2009-2018,22.4,14.8
03,2009-2018,21.6,17
03,2009-2018,20.4,16.1
03,2009-2018,20.5,13.4
03,2009-2018,18.6,10.7
03,2009-2018,21.1,10.1
03,2009-2018,22.1,12.1
03,2009-2018,21.2,12.9
03,2009-2018,24,14.9
03,2009-2018,21.3,12.4
03,2009-2018,23.7,14.7
03,2009-2018,21.8,15.6
03,2009-2018,20.9,15.4
03,2009-2018,19.3,16.3
03,2009-2018,21.2,13.2
03,2009-2018,21.8,13.2
03,2009-2018,22.4,12.1
03,2009-2018,21.6,15.1
03,2009-2018,21.9,15.1
03,2009-2018,22.2,16.1
03,2009-2018,17.6,14.5
03,2009-2018,23.3,16.8
03,2009-2018,21.4,14.3
03,2009-2018,24.3,17.7
03,2009-2018,22.3,15.6
03,2009-2018,22.4,16.4
03,2009-2018,21,15.6
03,2009-2018,19.7,11.1
03,2009-2018,20.7,11.6
03,2009-2018,20.7,12.6
03,2009-2018,22.3,10.7
03,2009-2018,20.2,12.4
04,2009-2018,23,13.9
04,2009-2018,22.2,16.3
04,2009-2018,20.4,15.9
04,2009-2018,22.5,17.3
04,2009-2018,24.6,16.8
04,2009-2018,25.1,11.8
04,2009-2018,21.9,10.1
04,2009-2018,20.3,12.5
04,2009-2018,20.2,12.4
04,2009-2018,20.5,11.3
04,2009-2018,20.8,13.8
04,2009-2018,21,15.7
04,2009-2018,20.5,16.1
04,2009-2018,19.7,15.7
04,2009-2018,20.4,11.7
04,2009-2018,20.9,12.1
04,2009-2018,20.7,14.1
04,2009-2018,19.2,11.8
04,2009-2018,20.4,8.2
04,2009-2018,19.5,10.3
04,2009-2018,22,8.1
04,2009-2018,19.1,8.4
04,2009-2018,19.5,9.1
04,2009-2018,21,9.1
04,2009-2018,21,12.7
04,2009-2018,21.3,10
04,2009-2018,21,15.3
04,2009-2018,25.9,14.6
04,2009-2018,18.6,14.2
04,2009-2018,18.5,13.3
05,2009-2018,17.5,12.7
05,2009-2018,17.7,8
05,2009-2018,15.5,5.5
05,2009-2018,15.6,6.2
05,2009-2018,16.9,5.6
05,2009-2018,18.1,8.6
05,2009-2018,19.1,9.4
05,2009-2018,18.8,12.1
05,2009-2018,19.8,14.5
05,2009-2018,18.3,11.7
05,2009-2018,18.2,13.7
05,2009-2018,17.1,13
05,2009-2018,18.3,10.5
05,2009-2018,20.9,15.4
05,2009-2018,19.1,11.5
05,2009-2018,17,9.8
05,2009-2018,16.2,8.4
05,2009-2018,17,13.1
05,2009-2018,17.7,11.6
05,2009-2018,15.8,5.9
05,2009-2018,16.7,7.9
05,2009-2018,16.9,6.8
05,2009-2018,14.7,4.3
05,2009-2018,16.5,6.9
05,2009-2018,17.2,8.1
05,2009-2018,17.6,7.9
05,2009-2018,16.9,10.3
05,2009-2018,17.3,14.2
05,2009-2018,16.1,11.9
05,2009-2018,15.1,3.6
05,2009-2018,14.9,7.2
06,2009-2018,16.6,7.9
06,2009-2018,15.2,4.1
06,2009-2018,15.9,9.4
06,2009-2018,17.1,8.3
06,2009-2018,17,10
06,2009-2018,16.9,14.2
06,2009-2018,19.6,12.2
06,2009-2018,14.6,8.3
06,2009-2018,16,9.8
06,2009-2018,17,12.4
06,2009-2018,15.4,11.4
06,2009-2018,16.1,12
06,2009-2018,15,3.3
06,2009-2018,11.8,3.9
06,2009-2018,14.6,4.1
06,2009-2018,13.5,4.7
06,2009-2018,12.2,1.4
06,2009-2018,13.3,4.9
06,2009-2018,15.1,9.8
06,2009-2018,16.8,9.6
06,2009-2018,16.4,8.9
06,2009-2018,16.3,8.9
06,2009-2018,16.3,7.5
06,2009-2018,16.6,10.7
06,2009-2018,14.9,9.3
06,2009-2018,15.1,9.4
06,2009-2018,15.4,8.9
06,2009-2018,13.9,10
06,2009-2018,15.1,10.1
06,2009-2018,14.4,3.1
07,2009-2018,10.8,4.6
07,2009-2018,13.9,6.3
07,2009-2018,13.1,8
07,2009-2018,13.9,6.5
07,2009-2018,15.3,6.6
07,2009-2018,10.3,5.8
07,2009-2018,14.3,5.4
07,2009-2018,13.4,2.7
07,2009-2018,12.2,2.3
07,2009-2018,12.9,2.8
07,2009-2018,13.2,1.5
07,2009-2018,13.9,5.1
07,2009-2018,14.8,9
07,2009-2018,15.3,8.6
07,2009-2018,16.3,11.4
07,2009-2018,15.1,14.1
07,2009-2018,16.7,11.4
07,2009-2018,16,4.9
07,2009-2018,15,3.3
07,2009-2018,15.4,4.8
07,2009-2018,16.8,8.4
07,2009-2018,16.3,13
07,2009-2018,15.7,13.6
07,2009-2018,18.2,12.1
07,2009-2018,17.1,12.2
07,2009-2018,17,10.3
07,2009-2018,15.5,5.8
07,2009-2018,14,5
07,2009-2018,15,8.9
07,2009-2018,14.1,11.8
07,2009-2018,16.4,5.9
08,2009-2018,13.7,5.6
08,2009-2018,16.8,10.3
08,2009-2018,15.5,8.6
08,2009-2018,20.6,9.2
08,2009-2018,17.3,8.1
08,2009-2018,15.6,7.8
08,2009-2018,15.8,7.4
08,2009-2018,16.9,8.5
08,2009-2018,12.9,8.3
08,2009-2018,14.6,6.8
08,2009-2018,16.3,7.1
08,2009-2018,16.8,13.4
08,2009-2018,17.6,11.5
08,2009-2018,16.3,9.9
08,2009-2018,16.5,7.7
08,2009-2018,16.3,8.7
08,2009-2018,15.6,7.6
08,2009-2018,18.3,9.3
08,2009-2018,16.8,9.4
08,2009-2018,17.1,11.5
08,2009-2018,17.3,10.6
08,2009-2018,15.5,9.7
08,2009-2018,15.7,6.9
08,2009-2018,15.8,7.1
08,2009-2018,16.6,6
08,2009-2018,16.4,8.4
08,2009-2018,17.1,12.6
08,2009-2018,18.5,9.9
08,2009-2018,15.4,5.7
08,2009-2018,17,9.2
08,2009-2018,14.7,7.1
09,2009-2018,17.9,7.7
09,2009-2018,15.6,12
09,2009-2018,16.6,13.6
09,2009-2018,15.3,10.5
09,2009-2018,15.7,10.6
09,2009-2018,16.2,10.2
09,2009-2018,17.3,12.6
09,2009-2018,19.2,12.3
09,2009-2018,19.1,11.5
09,2009-2018,17.8,9.4
09,2009-2018,16.2,11.9
09,2009-2018,16.5,5.9
09,2009-2018,12.1,2.4
09,2009-2018,14,5.1
09,2009-2018,15.7,8.2
09,2009-2018,16.4,11
09,2009-2018,17.1,10.3
09,2009-2018,17,11.5
09,2009-2018,15.7,6.2
09,2009-2018,15,7.4
09,2009-2018,16,9.7
09,2009-2018,16.5,7.3
09,2009-2018,16.5,9.1
09,2009-2018,15.8,8.9
09,2009-2018,16.2,8.7
09,2009-2018,17.3,11.5
09,2009-2018,18.1,12.6
09,2009-2018,16.4,11.8
09,2009-2018,17.6,12.7
09,2009-2018,20.9,13.2
10,2009-2018,18.3,12.3
10,2009-2018,17.5,10.8
10,2009-2018,16.3,11.2
10,2009-2018,16.7,11.1
10,2009-2018,16.6,11.9
10,2009-2018,17.8,13.9
10,2009-2018,17.5,9.5
10,2009-2018,16.1,10.2
10,2009-2018,20.4,12.4
10,2009-2018,19,8.5
10,2009-2018,17.6,9
10,2009-2018,17.6,7.3
10,2009-2018,19.6,13.9
10,2009-2018,19.2,10.9
10,2009-2018,16.2,10.9
10,2009-2018,16.6,11.5
10,2009-2018,16.5,11.8
10,2009-2018,18.9,13.8
10,2009-2018,17.7,10.9
10,2009-2018,15.2,10.8
10,2009-2018,16.8,9.5
10,2009-2018,17.5,13.9
10,2009-2018,18.3,11.8
10,2009-2018,14.7,5.4
10,2009-2018,17.4,5.9
10,2009-2018,15.7,10.9
10,2009-2018,18.2,9.1
10,2009-2018,19.6,10.3
10,2009-2018,19.8,12.4
10,2009-2018,21.3,12.9
10,2009-2018,21.2,13.1
11,2009-2018,17.3,14.1
11,2009-2018,18.5,13.9
11,2009-2018,18.1,14
11,2009-2018,18.7,11.2
11,2009-2018,15.8,11.7
11,2009-2018,17,10
11,2009-2018,18.5,10.7
11,2009-2018,16.5,8.2
11,2009-2018,18.1,8.8
11,2009-2018,18.7,12.7
11,2009-2018,18.1,11.7
11,2009-2018,18.6,11
11,2009-2018,18,11
11,2009-2018,18.8,12.2
11,2009-2018,17.4,12.6
11,2009-2018,20,12.9
11,2009-2018,18.4,12.4
11,2009-2018,18.2,13.5
11,2009-2018,18.1,11.3
11,2009-2018,18.1,9.5
11,2009-2018,19.3,10.5
11,2009-2018,21.8,14.4
11,2009-2018,22.5,12.3
11,2009-2018,21.9,12.4
11,2009-2018,20.2,15.1
11,2009-2018,19.9,15
11,2009-2018,21.5,15.4
11,2009-2018,19.3,14
11,2009-2018,21.3,14.4
11,2009-2018,18,14.2
12,2009-2018,18.5,12.2
12,2009-2018,19.2,14.5
12,2009-2018,19.4,16.4
12,2009-2018,20.7,10.8
12,2009-2018,21.6,16.2
12,2009-2018,21.7,18.1
12,2009-2018,22.7,13.7
12,2009-2018,19.5,12.8
12,2009-2018,20.1,11
12,2009-2018,19.7,10.6
12,2009-2018,20.6,14.6
12,2009-2018,19.6,15.4
12,2009-2018,23.3,14.7
12,2009-2018,23.8,15.2
12,2009-2018,22.8,13
12,2009-2018,23.6,14.7
12,2009-2018,24.1,17.9
12,2009-2018,23.4,18.8
12,2009-2018,24.3,18.1
12,2009-2018,23.2,15.6
12,2009-2018,25.5,18.9
12,2009-2018,26,16.3
12,2009-2018,25.3,18
12,2009-2018,24.9,20.5
12,2009-2018,27.2,20.2
12,2009-2018,24.6,19.9
12,2009-2018,22.7,18.9
12,2009-2018,24.3,19.4
12,2009-2018,24.6,17.1
12,2009-2018,26.2,18.4
12,2009-2018,26.7,17.3
01,2009-2018,22.4,14.5
01,2009-2018,22.8,13.6
01,2009-2018,25.4,15.6
01,2009-2018,18.9,14.4
01,2009-2018,20.8,13.3
01,2009-2018,23.4,14.7
01,2009-2018,26.4,16.4
01,2009-2018,22.2,17
01,2009-2018,22.8,14.8
01,2009-2018,25.8,18.2
01,2009-2018,26.9,16.9
01,2009-2018,27.3,18.4
01,2009-2018,26.6,18.7
01,2009-2018,26.4,19.1
01,2009-2018,24.6,18.8
01,2009-2018,25.3,15.7
01,2009-2018,22.9,15
01,2009-2018,22.8,16
01,2009-2018,21.8,14
01,2009-2018,21.7,16.5
01,2009-2018,23,17.1
01,2009-2018,22.7,15.6
01,2009-2018,26.4,18.2
01,2009-2018,26.1,16.4
01,2009-2018,26.3,17.6
01,2009-2018,27.4,14.3
01,2009-2018,24.7,15.8
01,2009-2018,25.2,15
01,2009-2018,25.9,12.7
01,2009-2018,25.8,16.1
01,2009-2018,25.7,16.5
02,2009-2018,25.9,16.9
02,2009-2018,27,17.2
02,2009-2018,26.7,17.5
02,2009-2018,27.8,20.6
02,2009-2018,24.3,17.7
02,2009-2018,21.7,11.1
02,2009-2018,21.4,12
02,2009-2018,23.6,14.7
02,2009-2018,24.5,13.9
02,2009-2018,22.9,15.2
02,2009-2018,23.3,13.7
02,2009-2018,24.5,14.9
02,2009-2018,24.2,15.4
02,2009-2018,23,16.9
02,2009-2018,22.5,16.8
02,2009-2018,23.6,16.8
02,2009-2018,23.6,17
02,2009-2018,23.6,14.4
02,2009-2018,26.6,17.5
02,2009-2018,25.2,17.8
02,2009-2018,25.4,15
02,2009-2018,24.8,15.2
02,2009-2018,25.3,16.7
02,2009-2018,26.3,14.8
02,2009-2018,24.8,13.4
02,2009-2018,25.9,15.1
02,2009-2018,25.7,16.3
02,2009-2018,25.9,15.6
03,2009-2018,24.4,17.7
03,2009-2018,23.4,16.8
03,2009-2018,24.5,16.9
03,2009-2018,24.4,17.4
03,2009-2018,23.2,16.9
03,2009-2018,24,13.7
03,2009-2018,23.5,15.9
03,2009-2018,26.3,15.7
03,2009-2018,25.5,15.2
03,2009-2018,27.2,14.1
03,2009-2018,26.7,14.2
03,2009-2018,26.5,14.8
03,2009-2018,26,14.4
03,2009-2018,25.2,14.4
03,2009-2018,26.3,14.7
03,2009-2018,25.8,16.3
03,2009-2018,24.2,19.3
03,2009-2018,22.4,19.5
03,2009-2018,25.9,17.6
03,2009-2018,21,14.5
03,2009-2018,21.5,12.3
03,2009-2018,23.6,11.9
03,2009-2018,23.1,14.6
03,2009-2018,22.6,12.1
03,2009-2018,23.3,12.7
03,2009-2018,24.7,12.7
03,2009-2018,23.6,14.2
03,2009-2018,23.8,15.3
03,2009-2018,24.3,13.6
03,2009-2018,24.1,15.9
03,2009-2018,23.7,17
04,2009-2018,25.6,17.9
04,2009-2018,23.4,15.6
04,2009-2018,23.5,17.2
04,2009-2018,24.2,17.7
04,2009-2018,20,14.6
04,2009-2018,21.5,10.4
04,2009-2018,20.2,10.1
04,2009-2018,18.3,7.7
04,2009-2018,19.9,8.1
04,2009-2018,20.4,10.9
04,2009-2018,20.5,9.5
04,2009-2018,22.5,12.2
04,2009-2018,22.6,11.6
04,2009-2018,21.7,11
04,2009-2018,21.6,15.1
04,2009-2018,19.3,17
04,2009-2018,21.9,17.9
04,2009-2018,20.9,17.4
04,2009-2018,21.2,12.7
04,2009-2018,20.7,16.6
04,2009-2018,24,17.1
04,2009-2018,23,15.1
04,2009-2018,21.8,12.1
04,2009-2018,21.1,14.8
04,2009-2018,18.8,15.2
04,2009-2018,21.4,15.3
04,2009-2018,20.1,15.8
04,2009-2018,20.1,16
04,2009-2018,20.8,14.8
04,2009-2018,20.7,16.2
05,2009-2018,21.1,13.5
05,2009-2018,19.3,11.8
05,2009-2018,21.7,13.2
05,2009-2018,21.2,15.6
05,2009-2018,19.8,12.3
05,2009-2018,19,12
05,2009-2018,16,11.2
05,2009-2018,18.8,9.8
05,2009-2018,15.5,12.7
05,2009-2018,16.1,9.7
05,2009-2018,17.5,9
05,2009-2018,15.8,7.7
05,2009-2018,17.6,7.9
05,2009-2018,18.9,9.1
05,2009-2018,17.3,10.6
05,2009-2018,18.3,10.7
05,2009-2018,20.4,13.1
05,2009-2018,18.1,15.2
05,2009-2018,18.9,12.8
05,2009-2018,19.8,11
05,2009-2018,18.7,11.5
05,2009-2018,18.7,10.4
05,2009-2018,16,12
05,2009-2018,17.6,8.5
05,2009-2018,16.9,9.9
05,2009-2018,17.8,13.1
05,2009-2018,18.2,13.2
05,2009-2018,17.6,7.1
05,2009-2018,11.7,2.9
05,2009-2018,13.6,5.5
05,2009-2018,14.7,7.3
06,2009-2018,15.1,10.4
06,2009-2018,16,8.2
06,2009-2018,16.2,6.2
06,2009-2018,16.4,10.1
06,2009-2018,17.3,12.8
06,2009-2018,16.1,9.1
06,2009-2018,14.9,10.1
06,2009-2018,14,7.8
06,2009-2018,17.1,10.9
06,2009-2018,15.6,7.5
06,2009-2018,15.2,7.6
06,2009-2018,16,9.9
06,2009-2018,16.9,11.9
06,2009-2018,16.4,13.2
06,2009-2018,15.8,11
06,2009-2018,15.8,14
06,2009-2018,15.8,12.1
06,2009-2018,18.8,13.1
06,2009-2018,18.3,12.1
06,2009-2018,15.4,8.9
06,2009-2018,11.6,7
06,2009-2018,13.3,9.8
06,2009-2018,14.2,7.5
06,2009-2018,11.6,3.4
06,2009-2018,14.2,7
06,2009-2018,14.4,8.5
06,2009-2018,13.7,9.6
06,2009-2018,11.7,5.9
06,2009-2018,12.7,3.3
06,2009-2018,12.9,5.4
07,2009-2018,14.4,5.6
07,2009-2018,15.3,5.8
07,2009-2018,16.3,8
07,2009-2018,13.9,10.9
07,2009-2018,17.3,10.9
07,2009-2018,16.6,12.5
07,2009-2018,17.6,8.6
07,2009-2018,16.4,9.6
07,2009-2018,14.6,5.6
07,2009-2018,14.3,8.6
07,2009-2018,13.3,5.8
07,2009-2018,11.5,6
07,2009-2018,13.8,5.5
07,2009-2018,14.1,7.1
07,2009-2018,14.8,5.4
07,2009-2018,11.7,2.7
07,2009-2018,13.3,3.7
07,2009-2018,14,10.5
07,2009-2018,14,11
07,2009-2018,15.8,9.2
07,2009-2018,15.9,10.3
07,2009-2018,14.5,5.6
07,2009-2018,13.7,8.5
07,2009-2018,16.4,9.4
07,2009-2018,15.5,9.9
07,2009-2018,15.6,10.7
07,2009-2018,15.1,11.2
07,2009-2018,15.7,5.1
07,2009-2018,15.7,6.2
07,2009-2018,15.4,5
07,2009-2018,15.5,7.5
08,2009-2018,18.3,10.7
08,2009-2018,15.2,12.6
08,2009-2018,16.7,9.7
08,2009-2018,18.3,10.4
08,2009-2018,16.9,11
08,2009-2018,16.4,9.3
08,2009-2018,17.7,8.9
08,2009-2018,18.3,7.3
08,2009-2018,18.5,6.7
08,2009-2018,18.1,10.5
08,2009-2018,15.2,11.7
08,2009-2018,15.6,9.7
08,2009-2018,14.5,8.9
08,2009-2018,16.9,11.3
08,2009-2018,15.5,10.3
08,2009-2018,15.4,8.3
08,2009-2018,15.6,9.3
08,2009-2018,16.3,10.8
08,2009-2018,16.3,7.3
08,2009-2018,15.1,10.4
08,2009-2018,15.3,11
08,2009-2018,13.9,10
08,2009-2018,16.5,6.5
08,2009-2018,15.6,5.7
08,2009-2018,16.1,10.5
08,2009-2018,15.4,7.6
08,2009-2018,15,10
08,2009-2018,15.7,7
08,2009-2018,17.2,9.6
08,2009-2018,14.3,7.1
08,2009-2018,12.9,6.8
09,2009-2018,15.6,7.3
09,2009-2018,16.3,5.9
09,2009-2018,15.9,5.3
09,2009-2018,15.6,6.8
09,2009-2018,15.6,8
09,2009-2018,15.4,4.3
09,2009-2018,14.4,8.8
09,2009-2018,16.5,12.8
09,2009-2018,16.7,11.5
